id_localizacao,concelho,distrito,freguesia
89064,Caldas Da Rainha,Leiria,Caldas Da Rainha (Santo Onofre)
89065,Loures,Lisboa,Lousa
89066,Mirandela,Bragança,Vila Boa
89067,Santiago Do Cacém,Setúbal,São Bartolomeu Da Serra
89068,Alcácer Do Sal,Setúbal,Alcácer Do Sal (Santiago)
89069,Seia,Guarda,Santa Comba
89070,Castelo Branco,Castelo Branco,Escalos De Cima
89071,Oleiros,Castelo Branco,Sarnadas De São Simão
89072,Ovar,Aveiro,Cortegaça
89073,Vila Flor,Bragança,Vilas Boas
89074,Anadia,Aveiro,São Lourenço Do Bairro
89075,Oliveira Do Hospital,Coimbra,Penalva De Alva
89076,Cantanhede,Coimbra,Sanguinheira
89077,Coimbra,Coimbra,Vil De Matos
89078,Póvoa De Lanhoso,Braga,Covelas
89079,Montalegre,Vila Real,Chã
89080,Murtosa,Aveiro,Monte
89081,Amarante,Porto,Travanca
89082,Felgueiras,Porto,Vila Fria
89083,Braga,Braga,Santa Lucrécia De Algeriz
89084,Arcos De Valdevez,Viana Do Castelo,Extremo
89085,Barcelos,Braga,Vilar Do Monte
89086,Loures,Lisboa,Santo Antão Do Tojal
89087,Almada,Setúbal,Charneca De Caparica
89088,Évora,Évora,São Vicente Do Pigeiro
89089,Sousel,Portalegre,Santo Amaro
89090,Gouveia,Guarda,Nabais
89091,Vila Nova De Foz Côa,Guarda,Chãs
89092,Castelo Branco,Castelo Branco,Ninho Do Açor
89093,Belmonte,Castelo Branco,Colmeal Da Torre
89094,Vila Real,Vila Real,Vila Marim
89095,Vila Real,Vila Real,Borbela
89096,Mirandela,Bragança,Cabanelas
89097,Mogadouro,Bragança,Vale De Porco
89098,Pampilhosa Da Serra,Coimbra,Janeiro De Baixo
89099,Vale De Cambra,Aveiro,Codal
89100,Ribeira De Pena,Vila Real,Canedo
89101,Ponte Da Barca,Viana Do Castelo,Germil
89102,Celorico De Basto,Braga,Agilde
89103,Torres Novas,Santarém,Paço
89104,Guarda,Guarda,Maçainhas
89105,Penamacor,Castelo Branco,Penamacor
89106,Carregal Do Sal,Viseu,Currelos
89107,Tondela,Viseu,Lajeosa Do Dão
89108,Esposende,Braga,Gemeses
89109,Vila Real,Vila Real,Mouçós
89110,Vila Flor,Bragança,Freixiel
89111,Vila Nova De Foz Côa,Guarda,Cedovim
89112,Castelo Branco,Castelo Branco,Louriçal Do Campo
89113,Porto De Mós,Leiria,Calvaria De Cima
89114,Guimarães,Braga,Ponte
89115,Chaves,Vila Real,Samaiões
89116,Portel,Évora,Santana
89117,Carregal Do Sal,Viseu,Oliveira Do Conde
89118,Tábua,Coimbra,Pinheiro De Coja
89119,Soure,Coimbra,Degracias
89120,Gondomar,Porto,Baguim Do Monte (Rio Tinto)
89121,Fafe,Braga,Gontim
89122,Cabeceiras De Basto,Braga,Cabeceiras De Basto
89123,Vila Verde,Braga,Esqueiros
89124,Montijo,Setúbal,Alto-Estanqueiro-Jardia
89125,Mora,Évora,Mora
89126,Viseu,Viseu,Campo
89127,Penedono,Viseu,Granja
89128,Penela,Coimbra,Penela (São Miguel)
89129,Guimarães,Braga,Urgezes
89130,Vila Nova De Cerveira,Viana Do Castelo,Covas
89131,Vieira Do Minho,Braga,Anissó
89132,Vila Franca De Xira,Lisboa,São João Dos Montes
89133,Montalegre,Vila Real,Santo André
89134,Bragança,Bragança,Aveleda
89135,Paços De Ferreira,Porto,Raimonda
89136,Torres Novas,Santarém,Torres Novas (Salvador)
89137,Sabrosa,Vila Real,Vilarinho De São Romão
89138,Torre De Moncorvo,Bragança,Mós
89139,Montemor-O-Novo,Évora,Santiago Do Escoural
89140,Alcácer Do Sal,Setúbal,Comporta
89141,Figueira De Castelo Rodrigo,Guarda,Colmeal
89142,Proença-A-Nova,Castelo Branco,Sobreira Formosa
89143,Vila Velha De Ródão,Castelo Branco,Fratel
89144,Vagos,Aveiro,Santo André De Vagos
89145,Mortágua,Viseu,Pala
89146,Paredes De Coura,Viana Do Castelo,Insalde
89147,Vila Verde,Braga,Godinhaços
89148,Cadaval,Lisboa,Pêro Moniz
89149,Gavião,Portalegre,Margem
89150,Aguiar Da Beira,Guarda,Gradiz
89151,Oliveira Do Hospital,Coimbra,São Sebastião Da Feira
89152,Paredes,Porto,Lordelo
89153,Marco De Canaveses,Porto,Favões
89154,Paredes,Porto,Bitarães
89155,Vila Nova De Gaia,Porto,São Félix Da Marinha
89156,Terras De Bouro,Braga,Chamoim
89157,Barcelos,Braga,Tregosa
89158,Torres Vedras,Lisboa,Maxial
89159,Coruche,Santarém,Coruche
89160,Mogadouro,Bragança,Vilar De Rei
89161,Castro Daire,Viseu,Pepim
89162,Marco De Canaveses,Porto,Soalhães
89163,Paços De Ferreira,Porto,Seroa
89164,Braga,Braga,Priscos
89165,Lisboa,Lisboa,Lumiar
89166,Idanha-A-Nova,Castelo Branco,Monfortinho
89167,Viseu,Viseu,Orgens
89168,Paços De Ferreira,Porto,Carvalhosa
89169,Barcelos,Braga,Carapeços
89170,Chamusca,Santarém,Chouto
89171,Peso Da Régua,Vila Real,Fontelas
89172,Alijó,Vila Real,Santa Eugénia
89173,Bragança,Bragança,Gostei
89174,Faro,Faro,Estoi
89175,Redondo,Évora,Montoito
89176,Covilhã,Castelo Branco,Coutada
89177,Águeda,Aveiro,Belazaima Do Chão
89178,Albergaria-A-Velha,Aveiro,Angeja
89179,Moimenta Da Beira,Viseu,Ariz
89180,Chaves,Vila Real,Bustelo
89181,Mirandela,Bragança,Aguieiras
89182,Carrazeda De Ansiães,Bragança,Castanheiro
89183,Cantanhede,Coimbra,Febres
89184,Paredes,Porto,Mouriz
89185,Braga,Braga,Adaúfe
89186,Oeiras,Lisboa,Linda-A-Velha
89187,Torres Vedras,Lisboa,Ventosa
89188,Santarém,Santarém,Azoia De Baixo
89189,Tondela,Viseu,Campo De Besteiros
89190,Oliveira De Azeméis,Aveiro,Macieira De Sarnes
89191,Fafe,Braga,Queimadela
89192,Vila Nova De Cerveira,Viana Do Castelo,Vila Meã
89193,Macedo De Cavaleiros,Bragança,Vilarinho Do Monte
89194,Vila Nova De Foz Côa,Guarda,Murça
89195,Castro Daire,Viseu,Mezio
89196,Aveiro,Aveiro,Eirol
89197,Moimenta Da Beira,Viseu,Alvite
89198,Porto De Mós,Leiria,Porto De Mós (São João Baptista)
89199,Penafiel,Porto,Cabeça Santa
89200,Amares,Braga,Seramil
89201,Barcelos,Braga,Couto
89202,Mogadouro,Bragança,Vilarinho Dos Galegos
89203,Serpa,Beja,Vila Verde De Ficalho
89204,Seia,Guarda,Vila Cova À Coelheira
89205,Leiria,Leiria,Souto De Carpalhosa
89206,Santa Maria Da Feira,Aveiro,Milheirós De Poiares
89207,Nazaré,Leiria,Valado Dos Frades
89208,Mondim De Basto,Vila Real,Atei
89209,Almada,Setúbal,Costa Da Caparica
89210,Avis,Portalegre,Figueira E Barros
89211,Santiago Do Cacém,Setúbal,Ermidas-Sado
89212,Trancoso,Guarda,Sebadelhe Da Serra
89213,Anadia,Aveiro,Arcos
89214,Estarreja,Aveiro,Beduído
89215,Cinfães,Viseu,Gralheira
89216,Lamego,Viseu,Pretarouca
89217,Terras De Bouro,Braga,Souto
89218,Viana Do Castelo,Viana Do Castelo,Meadela
89219,Mogadouro,Bragança,Castanheira
89220,Lagos,Faro,Odiáxere
89221,Portel,Évora,Portel
89222,Montemor-O-Novo,Évora,Ciborro
89223,Figueira De Castelo Rodrigo,Guarda,Escarigo
89224,Vila Nova De Foz Côa,Guarda,Santa Comba
89225,Aguiar Da Beira,Guarda,Valverde
89226,Murça,Vila Real,Jou
89227,Carrazeda De Ansiães,Bragança,Pombal
89228,Covilhã,Castelo Branco,Orjais
89229,Castro Daire,Viseu,Ermida
89230,Sever Do Vouga,Aveiro,Sever Do Vouga
89231,Sernancelhe,Viseu,Ferreirim
89232,Oliveira Do Hospital,Coimbra,Bobadela
89233,Arcos De Valdevez,Viana Do Castelo,Cabreiro
89234,Águeda,Aveiro,Macinhata Do Vouga
89235,São Pedro Do Sul,Viseu,Figueiredo De Alva
89236,Coimbra,Coimbra,Coimbra (Sé Nova)
89237,Castelo De Paiva,Aveiro,Fornos
89238,Oliveira De Azeméis,Aveiro,Oliveira De Azeméis
89239,Viana Do Castelo,Viana Do Castelo,Deão
89240,Mesão Frio,Vila Real,Barqueiros
89241,Bragança,Bragança,Nogueira
89242,Anadia,Aveiro,Paredes Do Bairro
89243,Braga,Braga,Braga (São Vicente)
89244,Albufeira,Faro,Olhos De Água
89245,Évora,Évora,Nossa Senhora De Guadalupe
89246,Seia,Guarda,São Martinho
89247,Gouveia,Guarda,Gouveia (São Julião)
89248,Sátão,Viseu,Rio De Moinhos
89249,Sernancelhe,Viseu,Vila Da Ponte
89250,Mirandela,Bragança,Lamas De Orelhão
89251,Arouca,Aveiro,Urrô
89252,Águeda,Aveiro,Macieira De Alcoba
89253,Arcos De Valdevez,Viana Do Castelo,Alvora
89254,Vila Nova De Famalicão,Braga,Joane
89255,Vimioso,Bragança,Vilar Seco
89256,Macedo De Cavaleiros,Bragança,Grijó
89257,Reguengos De Monsaraz,Évora,Corval
89258,Pinhel,Guarda,Vascoveiro
89259,Trancoso,Guarda,Cogula
89260,Figueira Da Foz,Coimbra,Santana
89261,Arouca,Aveiro,Arouca
89262,Penafiel,Porto,Guilhufe
89263,Braga,Braga,Braga (Maximinos)
89264,Constância,Santarém,Montalvo
89265,Torres Novas,Santarém,Chancelaria
89266,Macedo De Cavaleiros,Bragança,Macedo De Cavaleiros
89267,Ovar,Aveiro,Esmoriz
89268,Vila Do Conde,Porto,Retorta
89269,Marco De Canaveses,Porto,Magrelos
89270,Braga,Braga,Tebosa
89271,Viana Do Castelo,Viana Do Castelo,Montaria
89272,Castro Verde,Beja,Santa Bárbara De Padrões
89273,Sabugal,Guarda,Pena Lobo
89274,Braga,Braga,Panoias
89275,Valpaços,Vila Real,Valpaços
89276,Sabugal,Guarda,Aldeia Do Bispo
89277,Armamar,Viseu,Goujoim
89278,Óbidos,Leiria,Óbidos (São Pedro)
89279,Santo Tirso,Porto,Reguenga
89280,Mondim De Basto,Vila Real,Ermelo
89281,Bragança,Bragança,Carrazedo
89282,Montemor-O-Novo,Évora,Cabrela
89283,Figueira De Castelo Rodrigo,Guarda,Algodres
89284,Moimenta Da Beira,Viseu,Peva
89285,Santa Maria Da Feira,Aveiro,Santa Maria De Lamas
89286,Amarante,Porto,Vila Caiz
89287,Gondomar,Porto,Foz Do Sousa
89288,Vila Real,Vila Real,Mateus
89289,Trofa,Porto,Bougado (Santiago)
89290,Barcelos,Braga,Minhotães
89291,Monção,Viana Do Castelo,Barroças E Taias
89292,Rio Maior,Santarém,Asseiceira
89293,Torres Novas,Santarém,Meia Via
89294,Oeiras,Lisboa,Caxias
89295,Loulé,Faro,Benafim
89296,Portel,Évora,Amieira
89297,Arcos De Valdevez,Viana Do Castelo,Paçô
89298,Alcanena,Santarém,Malhou
89299,Vinhais,Bragança,São Jomil
89300,Carrazeda De Ansiães,Bragança,Belver
89301,Sabugal,Guarda,Moita
89302,Porto De Mós,Leiria,Alcaria
89303,Vila Nova Da Barquinha,Santarém,Atalaia
89304,Alijó,Vila Real,Sanfins Do Douro
89305,Vimioso,Bragança,Carção
89306,Silves,Faro,Silves
89307,Lamego,Viseu,Vila Nova De Souto D El-Rei
89308,Braga,Braga,Este (São Pedro)
89309,Vila Verde,Braga,Barros
89310,Vila Nova De Famalicão,Braga,Cavalões
89311,Loures,Lisboa,Sacavém
89312,Mogadouro,Bragança,Valverde
89313,Paredes,Porto,Rebordosa
89314,Bragança,Bragança,Coelhoso
89315,Beja,Beja,Quintos
89316,Guarda,Guarda,Gonçalo Bocas
89317,Castro Daire,Viseu,Mamouros
89318,Lousada,Porto,Meinedo
89319,Monção,Viana Do Castelo,Tangil
89320,Arcos De Valdevez,Viana Do Castelo,Tabaçô
89321,Sintra,Lisboa,Rio De Mouro
89322,Golegã,Santarém,Azinhaga
89323,Vila Real,Vila Real,Vila Real (Nossa Senhora Da Conceição)
89324,Bragança,Bragança,Outeiro
89325,Vidigueira,Beja,Vidigueira
89326,Penamacor,Castelo Branco,Aranhas
89327,Ponte De Lima,Viana Do Castelo,Mato
89328,Esposende,Braga,Curvos
89329,Beja,Beja,Beja (Santiago Maior)
89330,Covilhã,Castelo Branco,Aldeia Do Souto
89331,Anadia,Aveiro,Ancas
89332,Pombal,Leiria,Louriçal
89333,Cantanhede,Coimbra,Sepins
89334,Santa Maria Da Feira,Aveiro,Romariz
89335,Alfândega Da Fé,Bragança,Gebelim
89336,Macedo De Cavaleiros,Bragança,Carrapatas
89337,Pampilhosa Da Serra,Coimbra,Unhais-O-Velho
89338,Vizela,Braga,Vizela (São Paio)
89339,Vila Verde,Braga,Loureira
89340,Alcobaça,Leiria,Évora De Alcobaça
89341,Vila Nova De Gaia,Porto,Valadares
89342,Ponte De Lima,Viana Do Castelo,Cepões
89343,Monção,Viana Do Castelo,Mazedo
89344,Barcelos,Braga,Vila Frescainha (São Martinho)
89345,Ribeira De Pena,Vila Real,Santo Aleixo De Além-Tâmega
89346,Ourém,Santarém,Rio De Couros
89347,Lisboa,Lisboa,Marvila
89348,Nisa,Portalegre,Espírito Santo
89349,Mêda,Guarda,Mêda
89350,Carregal Do Sal,Viseu,Cabanas De Viriato
89351,Marco De Canaveses,Porto,Tabuado
89352,Santo Tirso,Porto,Negrelos (São Mamede)
89353,Guimarães,Braga,Airão (Santa Maria)
89354,Melgaço,Viana Do Castelo,Penso
89355,Setúbal,Setúbal,São Lourenço
89356,Almada,Setúbal,Laranjeiro
89357,Boticas,Vila Real,Sapiãos
89358,Chaves,Vila Real,Sanfins
89359,Ourique,Beja,Santana Da Serra
89360,Trancoso,Guarda,Fiães
89361,Vila De Rei,Castelo Branco,São João Do Peso
89362,Figueira Da Foz,Coimbra,Maiorca
89363,Pombal,Leiria,Carriço
89364,Odivelas,Lisboa,Pontinha
89365,Mogadouro,Bragança,Brunhozinho
89366,Miranda Do Douro,Bragança,Sendim
89367,Felgueiras,Porto,Regilde
89368,Sintra,Lisboa,Agualva
89369,Alijó,Vila Real,Pópulo
89370,Mirandela,Bragança,Avidagos
89371,Idanha-A-Nova,Castelo Branco,Aldeia De Santa Margarida
89372,Lamego,Viseu,Cambres
89373,Leiria,Leiria,Ortigosa
89374,Celorico Da Beira,Guarda,Rapa
89375,Moimenta Da Beira,Viseu,Aldeia De Nacomba
89376,Marco De Canaveses,Porto,Paços De Gaiolo
89377,Ponte Da Barca,Viana Do Castelo,Azias
89378,Vieira Do Minho,Braga,Soutelo
89379,Vila Verde,Braga,Atiães
89380,Mogadouro,Bragança,Meirinhos
89381,Lagos,Faro,Lagos (São Sebastião)
89382,Ponte De Sor,Portalegre,Longomel
89383,Oliveira De Frades,Viseu,Sejães
89384,Vila Verde,Braga,Oriz (São Miguel)
89385,Torres Novas,Santarém,Torres Novas (Santiago)
89386,São Pedro Do Sul,Viseu,Sul
89387,Braga,Braga,Palmeira
89388,Braga,Braga,Braga (São José De São Lázaro)
89389,Vila Franca De Xira,Lisboa,Sobralinho
89390,Mirandela,Bragança,Vale De Salgueiro
89391,Bragança,Bragança,Salsas
89392,Alcoutim,Faro,Giões
89393,Mêda,Guarda,Prova
89394,Oleiros,Castelo Branco,Álvaro
89395,Águeda,Aveiro,Trofa
89396,Oliveira Do Hospital,Coimbra,Lajeosa
89397,Figueira Da Foz,Coimbra,Ferreira-A-Nova
89398,Condeixa-A-Nova,Coimbra,Zambujal
89399,Felgueiras,Porto,Pombeiro De Ribavizela
89400,Trofa,Porto,Coronado (São Mamede)
89401,Celorico De Basto,Braga,Ourilhe
89402,Guimarães,Braga,Castelões
89403,Vila Flor,Bragança,Trindade
89404,Silves,Faro,Algoz
89405,Elvas,Portalegre,Santa Eulália
89406,Nisa,Portalegre,Amieira Do Tejo
89407,Seia,Guarda,Tourais
89408,Penamacor,Castelo Branco,Salvador
89409,Covilhã,Castelo Branco,Tortosendo
89410,Vila Real,Vila Real,Folhadela
89411,Bragança,Bragança,Baçal
89412,Pedrógão Grande,Leiria,Vila Facaia
89413,Penacova,Coimbra,Friúmes
89414,Peniche,Leiria,Peniche (Conceição)
89415,Braga,Braga,Nogueira
89416,Esposende,Braga,Mar
89417,Rio Maior,Santarém,Outeiro Da Cortiçada
89418,Sabugal,Guarda,Forcalhos
89419,Mação,Santarém,Cardigos
89420,Leiria,Leiria,Santa Catarina Da Serra
89421,Caldas Da Rainha,Leiria,Vidais
89422,Chamusca,Santarém,Ulme
89423,Mafra,Lisboa,Venda Do Pinheiro
89424,Peso Da Régua,Vila Real,Godim
89425,Estremoz,Évora,Estremoz (Santa Maria)
89426,Lamego,Viseu,Lamego (Almacave)
89427,Pombal,Leiria,Abiul
89428,Coimbra,Coimbra,Torre De Vilela
89429,Peniche,Leiria,Peniche (São Pedro)
89430,Lousada,Porto,Aveleda
89431,Paredes,Porto,Vila Cova De Carros
89432,Celorico De Basto,Braga,Caçarilhe
89433,Barcelos,Braga,Grimancelos
89434,Mogadouro,Bragança,Bemposta
89435,Mafra,Lisboa,Vila Franca Do Rosário
89436,Vila Franca De Xira,Lisboa,Vila Franca De Xira
89437,Trancoso,Guarda,Carnicães
89438,Fundão,Castelo Branco,Bogas De Cima
89439,Pampilhosa Da Serra,Coimbra,Pessegueiro
89440,Mourão,Évora,Mourão
89441,Portalegre,Portalegre,Fortios
89442,Viseu,Viseu,Couto De Baixo
89443,Marco De Canaveses,Porto,Avessadas
89444,Mangualde,Viseu,Lobelhe Do Mato
89445,Marco De Canaveses,Porto,Fornos
89446,Guimarães,Braga,Briteiros (Salvador)
89447,Chaves,Vila Real,Vale De Anta
89448,Covilhã,Castelo Branco,Boidobra
89449,Paredes De Coura,Viana Do Castelo,Agualonga
89450,Paços De Ferreira,Porto,Paços De Ferreira
89451,Ourém,Santarém,Ribeira Do Farrio
89452,Sertã,Castelo Branco,Figueiredo
89453,Vila Do Conde,Porto,Tougues
89454,Celorico Da Beira,Guarda,Minhocal
89455,Barcelos,Braga,Vila Seca
89456,Alcácer Do Sal,Setúbal,Torrão
89457,Guarda,Guarda,Mizarela
89458,Viseu,Viseu,Rio De Loba
89459,Loulé,Faro,Loulé (São Sebastião)
89460,Guarda,Guarda,Codesseiro
89461,Belmonte,Castelo Branco,Inguias
89462,Penafiel,Porto,Lagares
89463,Sintra,Lisboa,Colares
89464,Braga,Braga,Arentim
89465,Gouveia,Guarda,Vinhó
89466,Chaves,Vila Real,Soutelo
89467,Arouca,Aveiro,Cabreiros
89468,Torres Vedras,Lisboa,Ramalhal
89469,Vila Nova De Cerveira,Viana Do Castelo,Nogueira
89470,Guimarães,Braga,Corvite
89471,Braga,Braga,Penso (Santo Estêvão)
89472,Cabeceiras De Basto,Braga,Cavez
89473,Fafe,Braga,Antime
89474,Estremoz,Évora,São Bento Do Cortiço
89475,Guarda,Guarda,Fernão Joanes
89476,Barcelos,Braga,Fragoso
89477,Bragança,Bragança,Izeda
89478,Loures,Lisboa,Santa Iria De Azoia
89479,Arcos De Valdevez,Viana Do Castelo,Ermelo
89480,Carrazeda De Ansiães,Bragança,Seixo De Ansiães
89481,Alcobaça,Leiria,Maiorga
89482,Crato,Portalegre,Gáfete
89483,Chaves,Vila Real,Ervededo
89484,Vila Do Conde,Porto,Parada
89485,Fornos De Algodres,Guarda,Figueiró Da Granja
89486,Castelo Branco,Castelo Branco,São Vicente Da Beira
89487,Pinhel,Guarda,Lameiras
89488,Tábua,Coimbra,Espariz
89489,Lisboa,Lisboa,São João
89490,Castro Daire,Viseu,Ester
89491,Vizela,Braga,Caldas De Vizela (São João)
89492,Alijó,Vila Real,Amieiro
89493,Felgueiras,Porto,Santão
89494,Barcelos,Braga,Gilmonde
89495,Viana Do Castelo,Viana Do Castelo,Viana Do Castelo (Monserrate)
89496,Bragança,Bragança,Babe
89497,Trancoso,Guarda,Palhais
89498,Amares,Braga,Caires
89499,Montemor-O-Novo,Évora,Foros De Vale De Figueira
89500,Figueira De Castelo Rodrigo,Guarda,Mata De Lobos
89501,Penafiel,Porto,Vila Cova
89502,Vieira Do Minho,Braga,Ruivães
89503,Torres Vedras,Lisboa,Torres Vedras (São Pedro E São Tiago)
89504,Arcos De Valdevez,Viana Do Castelo,Padreiro (Santa Cristina)
89505,Almeida,Guarda,Amoreira
89506,Sabugal,Guarda,Cerdeira
89507,Viana Do Alentejo,Évora,Aguiar
89508,Cantanhede,Coimbra,Corticeiro De Cima
89509,Cascais,Lisboa,Carcavelos
89510,Castelo Branco,Castelo Branco,Alcains
89511,Mirandela,Bragança,Vale De Gouvinhas
89512,Torres Vedras,Lisboa,A Dos Cunhados
89513,Cantanhede,Coimbra,Ourentã
89514,Seia,Guarda,Várzea De Meruge
89515,Abrantes,Santarém,Alferrarede
89516,Fafe,Braga,Silvares (São Clemente)
89517,Beja,Beja,Cabeça Gorda
89518,Chaves,Vila Real,Santo António De Monforte
89519,Vinhais,Bragança,Soeira
89520,Alfândega Da Fé,Bragança,Vilarelhos
89521,Arcos De Valdevez,Viana Do Castelo,Vila Fonche
89522,Covilhã,Castelo Branco,Sobral De São Miguel
89523,Ponte De Lima,Viana Do Castelo,Estorãos
89524,Penedono,Viseu,Souto
89525,Faro,Faro,Montenegro
89526,Grândola,Setúbal,Azinheira Dos Barros E São Mamede Do Sádão
89527,Seia,Guarda,Torrozelo
89528,Pampilhosa Da Serra,Coimbra,Vidual
89529,Figueira De Castelo Rodrigo,Guarda,Quintã De Pêro Martins
89530,Castro Daire,Viseu,Cujó
89531,Tondela,Viseu,Dardavaz
89532,Mangualde,Viseu,Alcafache
89533,Mira,Coimbra,Mira
89534,Leiria,Leiria,Santa Eufémia
89535,Marco De Canaveses,Porto,Alpendurada E Matos
89536,Murça,Vila Real,Vilares
89537,Leiria,Leiria,Cortes
89538,Paredes,Porto,Gandra
89539,Felgueiras,Porto,Varziela
89540,Torres Vedras,Lisboa,Dois Portos
89541,Sabrosa,Vila Real,Torre Do Pinhão
89542,Vila Flor,Bragança,Candoso
89543,Bragança,Bragança,São Julião De Palácios
89544,Estarreja,Aveiro,Veiros
89545,Covilhã,Castelo Branco,Covilhã (São Martinho)
89546,Santa Marta De Penaguião,Vila Real,Lobrigos (São João Baptista)
89547,Proença-A-Nova,Castelo Branco,Peral
89548,Covilhã,Castelo Branco,Vila Do Carvalho
89549,Mirandela,Bragança,Torre De Dona Chama
89550,Miranda Do Douro,Bragança,Miranda Do Douro
89551,Macedo De Cavaleiros,Bragança,Sezulfe
89552,Idanha-A-Nova,Castelo Branco,Toulões
89553,Mortágua,Viseu,Almaça
89554,Pampilhosa Da Serra,Coimbra,Cabril
89555,Guimarães,Braga,Gonça
89556,Monção,Viana Do Castelo,Pias
89557,Terras De Bouro,Braga,Monte
89558,Odemira,Beja,Odemira (Santa Maria)
89559,Ferreira Do Zêzere,Santarém,Areias
89560,Sintra,Lisboa,Casal De Cambra
89561,Almada,Setúbal,Feijó
89562,Seia,Guarda,Valezim
89563,Penafiel,Porto,Sebolido
89564,Fafe,Braga,Felgueiras
89565,Proença-A-Nova,Castelo Branco,Proença-A-Nova
89566,Sertã,Castelo Branco,Cumeada
89567,Arouca,Aveiro,Moldes
89568,Mértola,Beja,Alcaria Ruiva
89569,Chaves,Vila Real,Redondelo
89570,Fundão,Castelo Branco,Atalaia Do Campo
89571,Baião,Porto,Baião (Santa Leocádia)
89572,Vila Verde,Braga,Ponte
89573,Vila Flor,Bragança,Santa Comba De Vilariça
89574,Moimenta Da Beira,Viseu,Castelo
89575,Arcos De Valdevez,Viana Do Castelo,Rio De Moinhos
89576,Barcelos,Braga,Várzea
89577,Vila Nova De Paiva,Viseu,Pendilhe
89578,Peniche,Leiria,Atouguia Da Baleia
89579,Amarante,Porto,Real
89580,Valpaços,Vila Real,Sonim
89581,Campo Maior,Portalegre,Nossa Senhora Da Graça Dos Degolados
89582,São João Da Pesqueira,Viseu,Espinhosa
89583,Cantanhede,Coimbra,Cantanhede
89584,Guimarães,Braga,Gandarela
89585,Gavião,Portalegre,Atalaia
89586,Vinhais,Bragança,Fresulfe
89587,Resende,Viseu,Resende
89588,Pampilhosa Da Serra,Coimbra,Fajão
89589,Gouveia,Guarda,São Paio
89590,Vila Real De Santo António,Faro,Monte Gordo
89591,Évora,Évora,Bacelo
89592,Abrantes,Santarém,Martinchel
89593,Sátão,Viseu,Ferreira De Aves
89594,Vouzela,Viseu,Fornelo Do Monte
89595,Vila Nova De Famalicão,Braga,Mogege
89596,Estarreja,Aveiro,Salreu
89597,Sernancelhe,Viseu,Lamosa
89598,Melgaço,Viana Do Castelo,Chaviães
89599,Castro Daire,Viseu,Almofala
89600,Oliveira De Azeméis,Aveiro,Fajões
89601,Ansião,Leiria,Chão De Couce
89602,Aguiar Da Beira,Guarda,Eirado
89603,Peso Da Régua,Vila Real,Canelas
89604,Penafiel,Porto,Rans
89605,Coruche,Santarém,Santana Do Mato
89606,Braga,Braga,Parada De Tibães
89607,Vila Verde,Braga,Vila Verde
89608,Cinfães,Viseu,Travanca
89609,Sesimbra,Setúbal,Sesimbra (Santiago)
89610,Vila Real,Vila Real,Vila Real (São Dinis)
89611,Ponte De Lima,Viana Do Castelo,Refóios Do Lima
89612,Elvas,Portalegre,São Brás E São Lourenço
89613,Trancoso,Guarda,Souto Maior
89614,Guimarães,Braga,Vermil
89615,Barcelos,Braga,Cambeses
89616,Arcos De Valdevez,Viana Do Castelo,Jolda (Madalena)
89617,Marco De Canaveses,Porto,Rio De Galinhas
89618,Nisa,Portalegre,São Matias
89619,Moimenta Da Beira,Viseu,Caria
89620,Santarém,Santarém,Santarém (São Salvador)
89621,Vila Do Bispo,Faro,Sagres
89622,Aljustrel,Beja,Ervidel
89623,Pombal,Leiria,Pelariga
89624,Sousel,Portalegre,Casa Branca
89625,Ferreira Do Zêzere,Santarém,Dornes
89626,Terras De Bouro,Braga,Vilar
89627,Trancoso,Guarda,Feital
89628,Amarante,Porto,Olo
89629,Santiago Do Cacém,Setúbal,Santiago Do Cacém
89630,Vila Verde,Braga,Oriz (Santa Marinha)
89631,Macedo De Cavaleiros,Bragança,Podence
89632,Moimenta Da Beira,Viseu,Paradinha
89633,Vila Verde,Braga,Sande
89634,Braga,Braga,Braga (Cividade)
89635,Montijo,Setúbal,Montijo
89636,Resende,Viseu,Anreade
89637,Macedo De Cavaleiros,Bragança,Arcas
89638,Sernancelhe,Viseu,Arnas
89639,Coimbra,Coimbra,Ribeira De Frades
89640,Arouca,Aveiro,São Miguel Do Mato
89641,Ourique,Beja,Panóias
89642,São Pedro Do Sul,Viseu,Santa Cruz Da Trapa
89643,Celorico Da Beira,Guarda,Velosa
89644,Palmela,Setúbal,Palmela
89645,Vieira Do Minho,Braga,Guilhofrei
89646,Lagos,Faro,Lagos (Santa Maria)
89647,Chaves,Vila Real,Nogueira Da Montanha
89648,Montalegre,Vila Real,Sarraquinhos
89649,Resende,Viseu,São Romão De Aregos
89650,Paredes De Coura,Viana Do Castelo,Cristelo
89651,Ourém,Santarém,Cercal
89652,Évora,Évora,Senhora Da Saúde
89653,Gouveia,Guarda,Vila Nova De Tazem
89654,Leiria,Leiria,Carvide
89655,São João Da Pesqueira,Viseu,Várzea De Trevões
89656,Lousada,Porto,Ordem
89657,Barcelos,Braga,Ucha
89658,Penedono,Viseu,Antas
89659,Celorico Da Beira,Guarda,Salgueirais
89660,Caldas Da Rainha,Leiria,Coto
89661,Anadia,Aveiro,Avelãs De Cima
89662,Moimenta Da Beira,Viseu,Nagosa
89663,Oliveira Do Hospital,Coimbra,Lagares
89664,Guarda,Guarda,Cavadoude
89665,Caldas Da Rainha,Leiria,Foz Do Arelho
