id_localizacao,concelho,distrito,freguesia
87847,Benavente,Santarém,Samora Correia
87848,Rio Maior,Santarém,Alcobertas
87849,Valpaços,Vila Real,São Pedro De Veiga De Lila
87850,Trancoso,Guarda,Vila Garcia
87851,Alvaiázere,Leiria,Maçãs De Caminho
87852,Alcobaça,Leiria,Vestiaria
87853,Miranda Do Douro,Bragança,Duas Igrejas
87854,Loulé,Faro,Loulé (São Clemente)
87855,Viseu,Viseu,Cepões
87856,Miranda Do Corvo,Coimbra,Vila Nova
87857,Felgueiras,Porto,Sernande
87858,Arcos De Valdevez,Viana Do Castelo,Rio Frio
87859,Braga,Braga,Cunha
87860,Barcelos,Braga,Pedra Furada
87861,Valpaços,Vila Real,Serapicos
87862,Boticas,Vila Real,Bobadela
87863,Covilhã,Castelo Branco,Ourondo
87864,Tondela,Viseu,Lobão Da Beira
87865,Cinfães,Viseu,Ramires
87866,Vale De Cambra,Aveiro,Arões
87867,Santa Maria Da Feira,Aveiro,Fiães
87868,Vila Nova De Famalicão,Braga,Nine
87869,Boticas,Vila Real,Alturas Do Barroso
87870,Bragança,Bragança,Bragança (Santa Maria)
87871,Bragança,Bragança,Rio Frio
87872,Viseu,Viseu,Farminhão
87873,Guimarães,Braga,Prazins (Santo Tirso)
87874,Vila Verde,Braga,Moure
87875,Ponte Da Barca,Viana Do Castelo,Lindoso
87876,Ponte De Lima,Viana Do Castelo,Facha
87877,Ponte De Lima,Viana Do Castelo,Santa Comba
87878,Barcelos,Braga,Barcelinhos
87879,Vinhais,Bragança,Sobreiró De Baixo
87880,Santiago Do Cacém,Setúbal,São Francisco Da Serra
87881,Nelas,Viseu,Aguieira
87882,Tabuaço,Viseu,Adorigo
87883,Coimbra,Coimbra,São Martinho De Árvore
87884,Vieira Do Minho,Braga,Cantelães
87885,Alenquer,Lisboa,Pereiro De Palhacana
87886,Lisboa,Lisboa,Santo Condestável
87887,Macedo De Cavaleiros,Bragança,Vale Benfeito
87888,Almeida,Guarda,Vale Verde
87889,Castro Daire,Viseu,Ribolhos
87890,Vila Nova De Famalicão,Braga,Oliveira (Santa Maria)
87891,Guimarães,Braga,Sande (São Lourenço)
87892,Salvaterra De Magos,Santarém,Foros De Salvaterra
87893,Chaves,Vila Real,Cimo De Vila Da Castanheira
87894,Vila Pouca De Aguiar,Vila Real,Bragado
87895,Mogadouro,Bragança,Tó
87896,Portalegre,Portalegre,Reguengo
87897,Odemira,Beja,São Teotónio
87898,Mangualde,Viseu,Espinho
87899,Nelas,Viseu,Lapa Do Lobo
87900,Ansião,Leiria,Ansião
87901,Santo Tirso,Porto,Couto (Santa Cristina)
87902,Vila Verde,Braga,Marrancos
87903,Barcelos,Braga,Fornelos
87904,Macedo De Cavaleiros,Bragança,Bagueixe
87905,Évora,Évora,Évora (São Mamede)
87906,Gouveia,Guarda,Lagarinhos
87907,Ovar,Aveiro,Válega
87908,Tabuaço,Viseu,Pinheiros
87909,Batalha,Leiria,São Mamede
87910,Matosinhos,Porto,São Mamede De Infesta
87911,Ribeira De Pena,Vila Real,Santa Marinha
87912,Montalegre,Vila Real,Venda Nova
87913,Castro Verde,Beja,Castro Verde
87914,Grândola,Setúbal,Carvalhal
87915,Guimarães,Braga,Gondar
87916,Loures,Lisboa,Bucelas
87917,Torres Vedras,Lisboa,Torres Vedras (Santa Maria Do Castelo E São Miguel)
87918,Torre De Moncorvo,Bragança,Torre De Moncorvo
87919,Almeida,Guarda,Mido
87920,Armamar,Viseu,Santa Cruz
87921,Viana Do Castelo,Viana Do Castelo,Geraz Do Lima (Santa Maria)
87922,Almada,Setúbal,Cova Da Piedade
87923,Gavião,Portalegre,Belver
87924,Sertã,Castelo Branco,Ermida
87925,Óbidos,Leiria,Usseira
87926,Baião,Porto,Ovil
87927,Fornos De Algodres,Guarda,Cortiçô
87928,Idanha-A-Nova,Castelo Branco,Monsanto
87929,Oliveira Do Hospital,Coimbra,Santa Ovaia
87930,Montemor-O-Velho,Coimbra,Pereira
87931,Penafiel,Porto,Portela
87932,Sintra,Lisboa,Monte Abraão
87933,Faro,Faro,Conceição
87934,Évora,Évora,Nossa Senhora De Machede
87935,Alvito,Beja,Alvito
87936,Alcácer Do Sal,Setúbal,Santa Susana
87937,Gouveia,Guarda,Cativelos
87938,Castelo Branco,Castelo Branco,Santo André Das Tojeiras
87939,Freixo De Espada À Cinta,Bragança,Lagoaça
87940,Tarouca,Viseu,Ucanha
87941,Santa Maria Da Feira,Aveiro,Arrifana
87942,Penafiel,Porto,Fonte Arcada
87943,Póvoa De Varzim,Porto,Terroso
87944,Braga,Braga,Espinho
87945,Vila Nova De Famalicão,Braga,Abade De Vermoim
87946,Armamar,Viseu,São Cosmado
87947,Coimbra,Coimbra,Cernache
87948,Marco De Canaveses,Porto,Maureles
87949,Viana Do Castelo,Viana Do Castelo,Nogueira
87950,Aljustrel,Beja,Aljustrel
87951,Guarda,Guarda,Avelãs De Ambom
87952,Castelo De Paiva,Aveiro,Raiva
87953,Caldas Da Rainha,Leiria,Landal
87954,Penafiel,Porto,Figueira
87955,Braga,Braga,Lamaçães
87956,Setúbal,Setúbal,Sado
87957,Montemor-O-Novo,Évora,São Cristóvão
87958,Nisa,Portalegre,São Simão
87959,Figueira De Castelo Rodrigo,Guarda,Escalhão
87960,Trancoso,Guarda,Póvoa Do Concelho
87961,Viseu,Viseu,Abraveses
87962,Póvoa De Varzim,Porto,Póvoa De Varzim
87963,Cabeceiras De Basto,Braga,Outeiro
87964,Guimarães,Braga,Mesão Frio
87965,Ponte De Lima,Viana Do Castelo,Queijada
87966,Barcelos,Braga,Courel
87967,Beja,Beja,Santa Vitória
87968,Celorico Da Beira,Guarda,Prados
87969,São Pedro Do Sul,Viseu,Pinho
87970,Arganil,Coimbra,Folques
87971,Vila Nova De Gaia,Porto,Lever
87972,Vila Verde,Braga,Duas Igrejas
87973,Ponte De Lima,Viana Do Castelo,São Pedro D Arcos
87974,Vila Nova De Cerveira,Viana Do Castelo,Cornes
87975,Vila Franca De Xira,Lisboa,Cachoeiras
87976,Sousel,Portalegre,Sousel
87977,Castelo De Vide,Portalegre,Santa Maria Da Devesa
87978,Fundão,Castelo Branco,Barroca
87979,Santo Tirso,Porto,Guimarei
87980,Vila Nova De Cerveira,Viana Do Castelo,Campos
87981,Ponte Da Barca,Viana Do Castelo,Ermida
87982,Ourém,Santarém,Freixianda
87983,Amadora,Lisboa,Venteira
87984,Moita,Setúbal,Vale Da Amoreira
87985,Ferreira Do Zêzere,Santarém,Pias
87986,Miranda Do Corvo,Coimbra,Semide
87987,Pombal,Leiria,São Simão De Litém
87988,Braga,Braga,Crespos
87989,Vila Do Bispo,Faro,Vila Do Bispo
87990,Oleiros,Castelo Branco,Isna
87991,Tondela,Viseu,Tonda
87992,Coimbra,Coimbra,Torres Do Mondego
87993,Marco De Canaveses,Porto,Banho E Carvalhosa
87994,Amarante,Porto,Lomba
87995,Ourém,Santarém,Urqueira
87996,Alcácer Do Sal,Setúbal,São Martinho
87997,Coimbra,Coimbra,Botão
87998,Penafiel,Porto,Boelhe
87999,Vila Do Conde,Porto,Junqueira
88000,Vila Do Conde,Porto,Vairão
88001,Maia,Porto,Gueifães
88002,Vila Nova De Famalicão,Braga,Cabeçudos
88003,Lagoa,Faro,Parchal
88004,Sabugal,Guarda,Casteleiro
88005,Castelo Branco,Castelo Branco,Lousa
88006,Moimenta Da Beira,Viseu,Leomil
88007,Caldas Da Rainha,Leiria,Carvalhal Benfeito
88008,Braga,Braga,Gualtar
88009,Barcelos,Braga,Monte De Fralães
88010,Barcelos,Braga,Bastuço (Santo Estevão)
88011,Mogadouro,Bragança,Saldanha
88012,São João Da Pesqueira,Viseu,Soutelo Do Douro
88013,Paços De Ferreira,Porto,Sanfins De Ferreira
88014,Penafiel,Porto,Abragão
88015,Barcelos,Braga,Quintiães
88016,Mafra,Lisboa,Santo Estêvão Das Galés
88017,Loures,Lisboa,Portela
88018,Coimbra,Coimbra,Coimbra (Santa Cruz)
88019,Felgueiras,Porto,Refontoura
88020,Matosinhos,Porto,Senhora Da Hora
88021,Amares,Braga,Fiscal
88022,Barcelos,Braga,Macieira De Rates
88023,Sintra,Lisboa,Queluz
88024,Torre De Moncorvo,Bragança,Souto Da Velha
88025,Condeixa-A-Nova,Coimbra,Sebal
88026,Trofa,Porto,Covelas
88027,Vila Nova De Famalicão,Braga,Lousado
88028,Monção,Viana Do Castelo,Riba De Mouro
88029,Ponte De Lima,Viana Do Castelo,Gaifar
88030,Vila Verde,Braga,Geme
88031,Vila Nova De Famalicão,Braga,Requião
88032,Seixal,Setúbal,Arrentela
88033,Abrantes,Santarém,Abrantes (São João)
88034,Guarda,Guarda,Carvalhal Meão
88035,Mação,Santarém,Envendos
88036,Santa Comba Dão,Viseu,São Joaninho
88037,Resende,Viseu,São Cipriano
88038,Castelo De Paiva,Aveiro,Santa Maria De Sardoura
88039,Santo Tirso,Porto,Aves
88040,Vila Verde,Braga,Portela Das Cabras
88041,Ponte Da Barca,Viana Do Castelo,Britelo
88042,Cadaval,Lisboa,Peral
88043,Entroncamento,Santarém,Nossa Senhora De Fátima
88044,Valpaços,Vila Real,Lebução
88045,Guarda,Guarda,São Miguel Da Guarda
88046,Viseu,Viseu,Vila Chã De Sá
88047,São João Da Pesqueira,Viseu,Valongo Dos Azeites
88048,Amarante,Porto,Sanche
88049,Gondomar,Porto,Valbom
88050,Vila Real,Vila Real,Campeã
88051,Bragança,Bragança,Milhão
88052,Portel,Évora,Oriola
88053,Moimenta Da Beira,Viseu,Cabaços
88054,Alcobaça,Leiria,Alcobaça
88055,Palmela,Setúbal,Quinta Do Anjo
88056,Albufeira,Faro,Albufeira
88057,Portel,Évora,Alqueva
88058,Évora,Évora,Nossa Senhora Da Boa Fé
88059,Gouveia,Guarda,Aldeias
88060,Fornos De Algodres,Guarda,Matança
88061,Águeda,Aveiro,Segadães
88062,Chaves,Vila Real,Eiras
88063,Bragança,Bragança,Grijó De Parada
88064,Freixo De Espada À Cinta,Bragança,Fornos
88065,Marco De Canaveses,Porto,Folhada
88066,Vila Do Conde,Porto,Canidelo
88067,Viana Do Castelo,Viana Do Castelo,Vila De Punhe
88068,Amadora,Lisboa,Mina
88069,Sintra,Lisboa,Belas
88070,Tomar,Santarém,Carregueiros
88071,Campo Maior,Portalegre,Nossa Senhora Da Expectação
88072,Lamego,Viseu,Melcões
88073,Paredes De Coura,Viana Do Castelo,Vascões
88074,Monção,Viana Do Castelo,Segude
88075,Vila Real,Vila Real,Mondrões
88076,Torre De Moncorvo,Bragança,Adeganha
88077,Aguiar Da Beira,Guarda,Pinheiro
88078,Vieira Do Minho,Braga,Rossas
88079,Fafe,Braga,Fareja
88080,Braga,Braga,Ruilhe
88081,Mafra,Lisboa,Encarnação
88082,Serpa,Beja,Serpa (Salvador)
88083,Viseu,Viseu,Lordosa
88084,Oliveira Do Bairro,Aveiro,Bustos
88085,Sernancelhe,Viseu,Fonte Arcada
88086,Alvaiázere,Leiria,Almoster
88087,Óbidos,Leiria,Olho Marinho
88088,Vila Do Conde,Porto,Mindelo
88089,Seixal,Setúbal,Fernão Ferro
88090,Sintra,Lisboa,Pêro Pinheiro
88091,Tomar,Santarém,Sabacheira
88092,Montalegre,Vila Real,Pitões Das Junias
88093,Arraiolos,Évora,Gafanhoeira (São Pedro)
88094,Monforte,Portalegre,Vaiamonte
88095,Trancoso,Guarda,Trancoso (Santa Maria)
88096,Cinfães,Viseu,Oliveira Do Douro
88097,Arganil,Coimbra,Piódão
88098,Santo Tirso,Porto,Palmeira
88099,Guimarães,Braga,Souto (São Salvador)
88100,Terras De Bouro,Braga,Chorense
88101,Barcelos,Braga,Carreira
88102,Mirandela,Bragança,Múrias
88103,Guarda,Guarda,Albardo
88104,Castro Daire,Viseu,Pinheiro
88105,Porto De Mós,Leiria,São Bento
88106,Viana Do Castelo,Viana Do Castelo,Barroselas
88107,Monção,Viana Do Castelo,Badim
88108,Ponte De Lima,Viana Do Castelo,Rendufe
88109,Melgaço,Viana Do Castelo,Vila
88110,Barcelos,Braga,Gamil
88111,Póvoa De Lanhoso,Braga,Santo Emilião
88112,Chaves,Vila Real,Paradela
88113,Silves,Faro,São Bartolomeu De Messines
88114,Seia,Guarda,Loriga
88115,Guarda,Guarda,Sobral Da Serra
88116,Fundão,Castelo Branco,Bogas De Baixo
88117,Lousada,Porto,Lousada (Santa Margarida)
88118,Santo Tirso,Porto,Santo Tirso
88119,Viana Do Castelo,Viana Do Castelo,Lanheses
88120,Vimioso,Bragança,Argozelo
88121,Arronches,Portalegre,Assunção
88122,Sabugal,Guarda,Aldeia Da Ponte
88123,Covilhã,Castelo Branco,Sarzedo
88124,Sever Do Vouga,Aveiro,Paradela
88125,São João Da Pesqueira,Viseu,Ervedosa Do Douro
88126,Armamar,Viseu,Aricera
88127,Oliveira Do Hospital,Coimbra,Aldeia Das Dez
88128,Ponte De Lima,Viana Do Castelo,Ribeira
88129,Coruche,Santarém,São José Da Lamorosa
88130,Sesimbra,Setúbal,Quinta Do Conde
88131,Portel,Évora,São Bartolomeu Do Outeiro
88132,Marvão,Portalegre,Santa Maria De Marvão
88133,Sernancelhe,Viseu,Escurquela
88134,Caminha,Viana Do Castelo,Azevedo
88135,Póvoa De Lanhoso,Braga,Sobradelo Da Goma
88136,Guimarães,Braga,Donim
88137,Redondo,Évora,Redondo
88138,Beja,Beja,Salvada
88139,Castro Verde,Beja,São Marcos Da Ataboeira
88140,Cantanhede,Coimbra,Murtede
88141,Fafe,Braga,Moreira Do Rei
88142,Barcelos,Braga,Remelhe
88143,Lourinhã,Lisboa,Ribamar
88144,Barreiro,Setúbal,Santo André
88145,Mesão Frio,Vila Real,Oliveira
88146,Vila Real De Santo António,Faro,Vila Nova De Cacela
88147,Aljustrel,Beja,Messejana
88148,Vouzela,Viseu,Paços De Vilharigues
88149,Resende,Viseu,Barrô
88150,Mortágua,Viseu,Cercosa
88151,Figueira Da Foz,Coimbra,Alqueidão
88152,Santarém,Santarém,Vale De Santarém
88153,Mafra,Lisboa,Gradil
88154,Cartaxo,Santarém,Valada
88155,Valpaços,Vila Real,Algeriz
88156,Chaves,Vila Real,Vilela Seca
88157,Oliveira Do Hospital,Coimbra,Seixo Da Beira
88158,Póvoa De Lanhoso,Braga,Vilela
88159,Póvoa De Lanhoso,Braga,Águas Santas
88160,Fafe,Braga,Fafe
88161,Vila Nova De Cerveira,Viana Do Castelo,Sopo
88162,Montalegre,Vila Real,Ferral
88163,Sernancelhe,Viseu,Sarzeda
88164,Amarante,Porto,Freixo De Baixo
88165,Viana Do Castelo,Viana Do Castelo,Viana Do Castelo (Santa Maria Maior)
88166,Arraiolos,Évora,Igrejinha
88167,Santiago Do Cacém,Setúbal,São Domingos
88168,Fundão,Castelo Branco,Castelejo
88169,Maia,Porto,Barca
88170,Braga,Braga,Pedralva
88171,Barcelos,Braga,Viatodos
88172,Alenquer,Lisboa,Ota
88173,Montalegre,Vila Real,Contim
88174,Santiago Do Cacém,Setúbal,Vale De Água
88175,Trancoso,Guarda,Torres
88176,Almeida,Guarda,Naves
88177,Vouzela,Viseu,Fataunços
88178,Leiria,Leiria,Bidoeira De Cima
88179,Soure,Coimbra,Tapéus
88180,Arcos De Valdevez,Viana Do Castelo,Mei
88181,Águeda,Aveiro,Óis Da Ribeira
88182,Braga,Braga,Este (São Mamede)
88183,Vinhais,Bragança,Vilar Seco De Lomba
88184,São Pedro Do Sul,Viseu,São Martinho Das Moitas
88185,Cinfães,Viseu,Nespereira
88186,Lamego,Viseu,Avões
88187,Sernancelhe,Viseu,Carregal
88188,Sernancelhe,Viseu,Granjal
88189,Lousã,Coimbra,Lousã
88190,Santarém,Santarém,Alcanhões
88191,Porto De Mós,Leiria,Porto De Mós (São Pedro)
88192,Cantanhede,Coimbra,Cordinhã
88193,Cabeceiras De Basto,Braga,Passos
88194,Vila Nova De Famalicão,Braga,Esmeriz
88195,Arcos De Valdevez,Viana Do Castelo,Cendufe
88196,Rio Maior,Santarém,Azambujeira
88197,Tavira,Faro,Tavira (Santiago)
88198,Mação,Santarém,Penhascoso
88199,Vila Nova De Famalicão,Braga,Telhado
88200,Mogadouro,Bragança,Bruçó
88201,Monchique,Faro,Monchique
88202,Arouca,Aveiro,Tropeço
88203,Lousada,Porto,Torno
88204,Ribeira De Pena,Vila Real,Cerva
88205,Barreiro,Setúbal,Barreiro
88206,Montalegre,Vila Real,Padroso
88207,Pinhel,Guarda,Bouça Cova
88208,Cinfães,Viseu,Tarouquela
88209,Sátão,Viseu,Decermilo
88210,Oliveira Do Hospital,Coimbra,Ervedal
88211,Oliveira De Azeméis,Aveiro,Ossela
88212,Arouca,Aveiro,Escariz
88213,Amarante,Porto,Aboim
88214,Santo Tirso,Porto,Lamelas
88215,Guimarães,Braga,Oleiros
88216,Mirandela,Bragança,Bouça
88217,Baião,Porto,Mesquinhata
88218,Vila Verde,Braga,Carreiras (Santiago)
88219,Alfândega Da Fé,Bragança,Vilares De Vilariça
88220,Odemira,Beja,Vale De Santiago
88221,Armamar,Viseu,Fontelo
88222,Lamego,Viseu,Figueira
88223,Penafiel,Porto,Oldrões
88224,Amarante,Porto,Aboadela
88225,Barcelos,Braga,Adães
88226,Tábua,Coimbra,Candosa
88227,Guimarães,Braga,Polvoreira
88228,Celorico De Basto,Braga,Rego
88229,Arcos De Valdevez,Viana Do Castelo,Rio Cabrão
88230,Barcelos,Braga,Balugães
88231,Alcanena,Santarém,Espinheiro
88232,Montalegre,Vila Real,Gralhas
88233,Trancoso,Guarda,Trancoso (São Pedro)
88234,Fundão,Castelo Branco,Silvares
88235,Oleiros,Castelo Branco,Mosteiro
88236,Tondela,Viseu,Tourigo
88237,Oliveira De Frades,Viseu,Destriz
88238,Soure,Coimbra,Soure
88239,Gondomar,Porto,Jovim
88240,Miranda Do Douro,Bragança,Atenor
88241,Vila Verde,Braga,Vilarinho
88242,Vila Nova De Famalicão,Braga,Lagoa
88243,Mafra,Lisboa,Malveira
88244,Loures,Lisboa,Unhos
88245,Alijó,Vila Real,São Mamede De Ribatua
88246,Chaves,Vila Real,Calvão
88247,Montalegre,Vila Real,Sezelhe
88248,Almodôvar,Beja,Santa Clara-A-Nova
88249,Armamar,Viseu,Folgosa
88250,Vila Verde,Braga,Mós
88251,Vila Verde,Braga,Pico
88252,Coruche,Santarém,Biscainho
88253,Portel,Évora,Vera Cruz
88254,Mora,Évora,Cabeção
88255,Nisa,Portalegre,Alpalhão
88256,Sabugal,Guarda,Águas Belas
88257,Leiria,Leiria,Barreira
88258,Oliveira De Azeméis,Aveiro,Travanca
88259,Santa Marta De Penaguião,Vila Real,Medrões
88260,Almodôvar,Beja,Aldeia Dos Fernandes
88261,Penamacor,Castelo Branco,Benquerença
88262,Covilhã,Castelo Branco,Dominguizo
88263,Arcos De Valdevez,Viana Do Castelo,Monte Redondo
88264,Esposende,Braga,Fão
88265,Loures,Lisboa,Santo António Dos Cavaleiros
88266,Santa Marta De Penaguião,Vila Real,Louredo
88267,Almeida,Guarda,Miuzela
88268,Aveiro,Aveiro,Eixo
88269,Arouca,Aveiro,Albergaria Da Serra
88270,Santo Tirso,Porto,Água Longa
88271,Vila Do Conde,Porto,Rio Mau
88272,Paredes De Coura,Viana Do Castelo,Bico
88273,Braga,Braga,Vilaça
88274,Cartaxo,Santarém,Pontével
88275,Santarém,Santarém,Vale De Figueira
88276,Bragança,Bragança,Mós
88277,Alfândega Da Fé,Bragança,Alfândega Da Fé
88278,São Pedro Do Sul,Viseu,Candal
88279,Porto De Mós,Leiria,Alqueidão Da Serra
88280,São João Da Madeira,Aveiro,São João Da Madeira
88281,Ponte Da Barca,Viana Do Castelo,Ponte Da Barca
88282,Ferreira Do Zêzere,Santarém,Ferreira Do Zêzere
88283,Guarda,Guarda,Vela
88284,Penacova,Coimbra,Travanca Do Mondego
88285,Pombal,Leiria,Carnide
88286,Baião,Porto,Santa Marinha Do Zêzere
88287,Viana Do Castelo,Viana Do Castelo,Geraz Do Lima (Santa Leocádia)
88288,Paredes De Coura,Viana Do Castelo,Mozelos
88289,Valença,Viana Do Castelo,Gondomil
88290,Alijó,Vila Real,Vila Verde
88291,Ourique,Beja,Ourique
88292,Sertã,Castelo Branco,Várzea Dos Cavaleiros
88293,Albergaria-A-Velha,Aveiro,São João De Loure
88294,Leiria,Leiria,Coimbrão
88295,Condeixa-A-Nova,Coimbra,Vila Seca
88296,Matosinhos,Porto,Guifões
88297,Amarante,Porto,Cepelos
88298,Abrantes,Santarém,Abrantes (São Vicente)
88299,Cascais,Lisboa,Alcabideche
88300,Alijó,Vila Real,Vila Chã
88301,Chaves,Vila Real,Bobadela
88302,Viseu,Viseu,São Cipriano
88303,Mortágua,Viseu,Marmeleira
88304,Paredes,Porto,Duas Igrejas
88305,Ponte Da Barca,Viana Do Castelo,Touvedo (São Lourenço)
88306,Paredes De Coura,Viana Do Castelo,Romarigães
88307,Terras De Bouro,Braga,Balança
88308,Sabrosa,Vila Real,Souto Maior
88309,Vila Flor,Bragança,Benlhevai
88310,Trancoso,Guarda,Vila Franca Das Naves
88311,Vila Nova De Foz Côa,Guarda,Horta
88312,São João Da Pesqueira,Viseu,Trevões
88313,Melgaço,Viana Do Castelo,São Paio
88314,Viana Do Castelo,Viana Do Castelo,Meixedo
88315,Chaves,Vila Real,Santo Estêvão
88316,Valpaços,Vila Real,Fiães
88317,Trancoso,Guarda,Castanheira
88318,Aveiro,Aveiro,Nariz
88319,Ponte De Lima,Viana Do Castelo,Vitorino Dos Piães
88320,Arcos De Valdevez,Viana Do Castelo,Távora (São Vicente)
88321,Braga,Braga,Fraião
88322,Chamusca,Santarém,Vale De Cavalos
88323,Peso Da Régua,Vila Real,Loureiro
88324,Vila Flor,Bragança,Lodões
88325,Vila Nova De Foz Côa,Guarda,Sebadelhe
88326,Sever Do Vouga,Aveiro,Silva Escura
88327,Anadia,Aveiro,Tamengos
88328,Pombal,Leiria,Albergaria Dos Doze
88329,Lousada,Porto,Alvarenga
88330,Celorico De Basto,Braga,Britelo
88331,Murça,Vila Real,Noura
88332,Macedo De Cavaleiros,Bragança,Olmos
88333,Carrazeda De Ansiães,Bragança,Pereiros
88334,Mirandela,Bragança,Mascarenhas
88335,Covilhã,Castelo Branco,Cortes Do Meio
88336,Soure,Coimbra,Granja Do Ulmeiro
88337,Tábua,Coimbra,Tábua
88338,Trofa,Porto,Bougado (São Martinho)
88339,Maia,Porto,Pedrouços
88340,Portalegre,Portalegre,Ribeira De Nisa
88341,Nisa,Portalegre,Arez
88342,Guarda,Guarda,Ramela
88343,Vila Nova De Foz Côa,Guarda,Santo Amaro
88344,Anadia,Aveiro,Vila Nova De Monsarros
88345,Pombal,Leiria,Vila Cã
88346,Macedo De Cavaleiros,Bragança,Lamalonga
88347,Vila Do Conde,Porto,Árvore
88348,Póvoa De Varzim,Porto,Balazar
88349,Melgaço,Viana Do Castelo,Cubalhão
88350,Guimarães,Braga,Briteiros (Santa Leocádia)
88351,Amares,Braga,Dornelas
88352,Valpaços,Vila Real,Santiago Da Ribeira De Alhariz
88353,Sousel,Portalegre,Cano
88354,Almeida,Guarda,Vilar Formoso
88355,Oleiros,Castelo Branco,Orvalho
88356,Oliveira De Azeméis,Aveiro,Carregosa
88357,Valongo,Porto,Campo
88358,Terras De Bouro,Braga,Valdosende
88359,Vila Verde,Braga,Arcozelo
88360,Tomar,Santarém,Beselga
88361,Mirandela,Bragança,Romeu
88362,Torre De Moncorvo,Bragança,Castedo
88363,Pinhel,Guarda,Azevo
88364,Sernancelhe,Viseu,Macieira
88365,Arouca,Aveiro,Burgo
88366,Braga,Braga,Lomar
88367,Guimarães,Braga,São Faustino
88368,Rio Maior,Santarém,Assentiz
88369,Alcochete,Setúbal,Alcochete
88370,Rio Maior,Santarém,São João Da Ribeira
88371,Santarém,Santarém,Pombalinho
88372,Ponte De Lima,Viana Do Castelo,Feitosa
88373,Guimarães,Braga,Briteiros (Santo Estêvão)
88374,Coruche,Santarém,Fajarda
88375,Lisboa,Lisboa,Carnide
88376,Vila Flor,Bragança,Seixo De Manhoses
88377,Tondela,Viseu,Mouraz
88378,Lamego,Viseu,Lamego (Sé)
88379,Vale De Cambra,Aveiro,Vila Cova De Perrinho
88380,Paços De Ferreira,Porto,Lamoso
88381,Barcelos,Braga,Silveiros
88382,Celorico De Basto,Braga,Canedo De Basto
88383,Seixal,Setúbal,Amora
88384,Beja,Beja,Santa Clara De Louredo
88385,Guarda,Guarda,Vila Fernando
88386,Estarreja,Aveiro,Avanca
88387,Leiria,Leiria,Maceira
88388,Cantanhede,Coimbra,Outil
88389,Oliveira De Azeméis,Aveiro,São Martinho Da Gândara
88390,Viana Do Castelo,Viana Do Castelo,Portela Susã
88391,Arcos De Valdevez,Viana Do Castelo,Padreiro (Salvador)
88392,Guimarães,Braga,Serzedelo
88393,Vila Verde,Braga,Carreiras (São Miguel)
88394,Almeida,Guarda,Cabreira
88395,Ponte De Sor,Portalegre,Ponte De Sor
88396,Monforte,Portalegre,Assumar
88397,Fornos De Algodres,Guarda,Algodres
88398,Sertã,Castelo Branco,Marmeleiro
88399,Belmonte,Castelo Branco,Maçainhas
88400,Penedono,Viseu,Beselga
88401,Guimarães,Braga,Lordelo
88402,Viana Do Castelo,Viana Do Castelo,Darque
88403,Ponte De Lima,Viana Do Castelo,Gandra
88404,Guimarães,Braga,Arosa
88405,Vila Real,Vila Real,Vila Real (São Pedro)
88406,Leiria,Leiria,Monte Redondo
88407,Arganil,Coimbra,Sarzedo
88408,Bombarral,Leiria,Bombarral
88409,Batalha,Leiria,Golpilheira
88410,Vila Verde,Braga,Barbudo
88411,Amarante,Porto,Amarante (São Gonçalo)
88412,Silves,Faro,Alcantarilha
88413,Fundão,Castelo Branco,Telhado
88414,Vale De Cambra,Aveiro,Roge
88415,Valença,Viana Do Castelo,Boivão
88416,Monção,Viana Do Castelo,Lapela
88417,Guimarães,Braga,Abação (São Tomé)
88418,Barcelos,Braga,Aldreu
88419,Amares,Braga,Barreiros
88420,Tomar,Santarém,São Pedro De Tomar
88421,Sabrosa,Vila Real,Gouvães Do Douro
88422,Mogadouro,Bragança,Castro Vicente
88423,Sines,Setúbal,Sines
88424,Tábua,Coimbra,Covelo
88425,Santo Tirso,Porto,Couto (São Miguel)
88426,Caminha,Viana Do Castelo,Âncora
88427,Vinhais,Bragança,Montouto
88428,Almeida,Guarda,Azinhal
88429,Tondela,Viseu,Tondela
88430,Mealhada,Aveiro,Antes
88431,Marinha Grande,Leiria,Vieira De Leiria
88432,Ponte De Lima,Viana Do Castelo,Serdedelo
88433,Barcelos,Braga,Palme
88434,Vila Pouca De Aguiar,Vila Real,Soutelo De Aguiar
88435,Macedo De Cavaleiros,Bragança,Murçós
88436,Cantanhede,Coimbra,Portunhos
88437,Vila Nova De Famalicão,Braga,Outiz
88438,Ponte De Lima,Viana Do Castelo,Freixo
88439,Ponte Da Barca,Viana Do Castelo,Vade (São Pedro)
88440,Paredes De Coura,Viana Do Castelo,Coura
88441,Mondim De Basto,Vila Real,Paradança
88442,Mafra,Lisboa,Milharado
88443,Almada,Setúbal,Sobreda
88444,Estremoz,Évora,Glória
88445,Nelas,Viseu,Carvalhal Redondo
88446,Oliveira Do Hospital,Coimbra,Meruge
88447,Santo Tirso,Porto,Vilarinho
88448,Penafiel,Porto,Rio Mau
88449,Barcelos,Braga,Cossourado
88450,Vila Nova De Famalicão,Braga,Gavião
88451,Braga,Braga,Cabreiros
88452,Lisboa,Lisboa,Coração De Jesus
88453,Montalegre,Vila Real,Donões
88454,Carrazeda De Ansiães,Bragança,Linhares
88455,Tavira,Faro,Luz
88456,São João Da Pesqueira,Viseu,Castanheiro Do Sul
